text,lang,offensive_manual,abusive_manual
"Deze wedstrijd snel vergeten en herpakken. 
Er zijn belangrijker zaken te doen in de Eredivisie dan te treuren op Zuid. Kom op sparta selectie, het is zeker nog niet te laat. 
#allemaalachtersparta",nl,0,0
Jordy Clasie gehuldigd en dan misschien niet meer op genante wijze de aanvoerdersband laten afstaan aan Martens Indie,nl,0,0
In de zomer op zoek naar een normale rechtsbuiten,nl,1,0
"Stijn niet, Steijn wel",nl,0,0
Smerige achterbakse matennaaier! Bah!!,nl,1,1
"Afgekeurd! Dieperink wordt naar het scherm geroepen, en keurt de goal af.

#HERGRO",nl,0,0
En dan zo weer starten!,nl,0,0
Goed verdedigd weer,nl,0,0
Voor wie zou de commentator toch zijn🙈,nl,1,0
Hoe dom kan je zijn. Overrated player 🤡,nl,1,0
waar is onze anton gaaei?,nl,0,0
Maar hebben de spelers nu ook eens door dat het menens is🤔? Tegen Almere nog niet.,nl,0,0
En de spelers uit hun slaap houden🤷‍♀️,nl,0,0
"Onterecht, maar zoals het hele jaar zit alles me met Ajax. Is het niet de scheidsrechter en VAR dan is het wel een toevalstreffer of het aluminium!

Jammer.......... Maar woensdag meer geluk hopelijk❤️💛💪👊",nl,0,0
Ik zie het ook somber in.,nl,0,0
Zet hem op mannen!!,nl,0,0
Koppen omhoog vandaag❌❌❌,nl,0,0
schaam je kapot. Is dit hetzelfde team die tagen praag speelde? Wtf is er gebeurt.,nl,1,0
Beste team in de Eredivisie in de minimaal afgelopen 25 jaar.,nl,0,0
"Altijd als jullie dit doen gaat t fout, bloed aan je handen!!😨",nl,0,1
Hulde aan het uitvak!,nl,0,0
@Urby28 verreweg mijn favoriete speler toen ik klein was,nl,0,0
Helemaal top hoor. Wel ook benoemen dat heel veel potjes daarvan in je kkd waren en jullie salarissen betalen die daar niet thuishoren. Stukje nuance is wel belangrijk om te voorkomen dat je gaat zweven,nl,0,0
Nemen ze Olij eigenlijk gelijk mee terug naar zuid??,nl,1,0
Tegen de onder 15 van Feyenoord ook al thuis verloren begreep ik.,nl,0,0
Pakken die kakkerlakken!!!!❌️❌️❌️,nl,0,1
"Waarom in paars? Wat is er mis met rood geel, is ook nog beter te zien.",nl,0,0
Dit hadden we zo nodig. ❣️🙏🏽🥂,nl,0,0
Die commentator na de goal van Dsudzack.😅 Geen PSV fan zo te horen. Begon zelfs te zuchten. Beschamend.,nl,0,1
Zonder KNVB afgemaakt,nl,1,0
Laat mij keer da account overnemen tijdens een wedstrijd dan krijgen ze pas echte teksten te zien,nl,0,0
"luuk de jong raakt geen kut, wat een waardeloze spits zeg !",nl,1,1
Ik hoop ook dat het snel gaat gebeuren.. Til zeer armoedig op z’n loopacties na…,nl,0,0
Scheids zit ook niet mee vandaag,nl,1,0
Hier worden jullie toch keihard genaaid,nl,1,0
"RvP snapt er niks van. Olsson beste speler met geldwaarde. Nul creativiteit nu op middenveld. Conde, brouwers, v. Ee, nee Eagles gefeliciteerd met 3 pnt",nl,0,0
"Dat vond ik dus ook ja, had hem nog minstens kwartier laten staan",nl,0,0
niet om aan te zien,nl,1,0
Idd dat is veel veel verstandiger. Net zoals bij Hockey… maarja voetbal en iets leren van hockey of Amerikaanse sporten waar de balengen nog veel groter zijn lijkt wel onmogelijk.,nl,0,0
Wat een talentloos gebeuren. Wat voor zin heeft dit team? Al jaren onderin en komt geen enkel talent uit. Een Hato komt direct uit de jeugd. Opdoeken en lekker bij rest jong teams. Bespaard veel geld.,nl,1,0
"Niet doen.
Scheld Benitez uit",nl,0,1
En dan de enige taggen van wie je weet dat ie een  Ajacied is.,nl,0,0
1 goal niet meer gezien voor de rest,nl,0,0
Vandaag 3 punten inlopen op psv! :),nl,0,0
De 020 VAR is weer aanwezig,nl,0,1
Wat zijn we in godsnaam aan het doen,nl,1,0
Wat een bizar debiele bal is dit dan,nl,1,0
"Hwang, en voor de volgende paar wedstrijden mag je hem voor mij ook alvast invullen.",nl,0,0
Krijg allemaal de kanker daar in Enschede! Terminaal als het kan!,nl,1,1
Was geen 30 miljoen waard.,nl,1,0
"We staan voor, maar we spelen wederom erg matig.",nl,0,0
Dat je dit al vraagt zegt genoeg,nl,0,0
Tillman op de bank. Na goed nadenken is hij ook maar net terug uit USA/Mexico. Sws gaan hij en Perisic wel na 60 min invallen.,nl,0,0
De enige wissel die terecht zou zijn is Rijsdijk eruit!,nl,1,0
Robinet wissel voor een spits die wel vertrouwen heeft in zich zelf,nl,0,0
Gefeliciteerd met de welverdiende overwinning.  Misschien zijn de verwachtingen wel te groot maar ik mis het gif in de selectie.,nl,0,0
"Vooruit die roodwitten, vooruit PSV!",nl,0,0
Kan ik mijn ergens aansluiten?,nl,0,0
Ivanusec gaat het laten zien deze wedstrijd,nl,0,0
En dan Mauro junior verkiezen boven het grootse talent van psv.,nl,0,0
We worden helemaal weggetikt dit is zo schandalig,nl,1,0
Ik zou lekker terug blijven spelen en van achteruit weer opbouwen via Pasveer… en na 3 contacten de bal weer kwijt. Wat een armoe dit zeg… hoe kunnen ze zo hoog staan,nl,1,0
Waarom speelt Bruns niet,nl,0,0
Free game telegram link in my bio,nl,0,0
Komt onnodig roekeloos invliegen,nl,0,0
"Serieus.. met deze aanval ga je echt geen goals maken vandaag.. 

Weet ook niet of Priske wel een plan had, lijkt echt nergens op.",nl,1,0
"Oduro is te jong, Parrott is geflopt, Twente eindigt boven AZ, Martens gaat het niet beter doen dan Pascal, Goes is er nog lang niet, Sadiq moet verkocht worden, als Pavlidis verkocht word, eindigen we in de middenmoot, hahahaha allemaal de prullenbak in! Wat een topavond!",nl,0,0
Sinds wanneer weten jullie niet meer hoe je kansen creeert? Heb al 3/4 wedstrijden amper fatsoenlijke kansen gezien,nl,0,0
Enige lichtpuntje vandaag,nl,0,0
Onbegrijpelijk.,nl,0,0
Zuig mijn zoetige ballen,nl,1,1
Brobby en Traore……..wisselen en uit de selectie. Nooit meer opstellen.,nl,0,1
Wordt tijd voor een nieuwe trainer. Zou al vast op zoek gaan als ik Twente was. En de selectie is ook veel te mager in de breedte en dat mag professor Bruggink zich aantrekken,nl,0,0
Een echte spits,nl,0,0
Er is niemand die deze fout van de VAR niet ziet…. Lijkt me meer dan terecht als er na het fluitsignaal toch een goal word toegekend…..,nl,0,0
"Dit was genoten, ik stond met een puntje van de bank te kijken! Lekkere overwinning!",nl,0,0
Goeie foto,nl,0,0
Mito weer de gevaarlijkste speler…💪🇯🇵,nl,0,0
Let’s goooo ❌❌❌,nl,0,0
Grote speler,nl,0,0
"Nee, je moet de hele technische staf inclusief TD en scouts vervangen. Dat moet je doen. 
Anders hebben we volgend seizoen, als je erin blijft, weer hetzelfde. 

Je kunt problemen immers niet oplossen met dezelfde denkwijze die ze heeft veroorzaakt.",nl,0,0
De grijze muis van de Eredivisie laat zich weer eens van zijn negatieve kant zien...iedere week hoop je op verbetering...,nl,0,0
"Feyenoord moet Read behouden, wat een jonge goede voetballer!",nl,0,0
Perfecte voorzet vanaf de rechterkant!!,nl,0,0
"Kon donderdag een half uur spelen. Rustig opbouwen en denk dat farioli in dit geval liever met hem eindigt dan start. Ervaring aan het einde wedstrijd, evt. voorsprong vasthouden",nl,0,0
"Is zerrouki ook geblesseerd, wat speelt die slecht zeg",nl,0,0
Echt slechtste wedstrijd seizoen.. zit niks aan voetbal in.. 0 aanvallen.,nl,0,0
Mooi! Dat wordt dus Heracles-PSV in de Kuip.,nl,0,0
Op dit moment niet eens onder de druk uit kunnen voetballen.,nl,0,0
Heb overigens net even mn ip opgezocht en het is NIET dit 😭,nl,0,0
Eindelijk! ❤️🤍❤️🤍,nl,0,0
Lekker doorgaan met de warming up tijdens het Fries volkslied,nl,0,0
Gelukkig staat Frank Lammers niet weer stiekem met een psv shirt bij de grachten,nl,0,0
Alles geven🙏🏼,nl,0,0
Anton mag ik sweet sweet love met je maken,nl,0,0
Sjongejonge we geven het zo weg,nl,0,0
Brobey beter dan weghorst man,nl,0,0
"Mocht gvd een keer tijd worden ook!
Fortuna had al 30 gele kaarten en een paar rode kaarten moeten hebben 
Maar oh wat zijn ze daar boos op de scheidsrechter 🤨",nl,1,0
Moeten erin Mika,nl,0,0
Scheids probeert psv te laten winnen door gratis inworpen te geven en alsnog lukt het niet,nl,1,0
"Goede reactie, brengt Berghuis, Fitz-Jim en Brobbey voor meer rust aan de bal!",nl,0,0
Wat een gaten tussen de linies en weer een trainer die lijdzaam toekijkt. Kkd niveau...,nl,0,0
"ik mis Gif in dit elftal,het is telief",nl,0,0
Als Bijlow na deze wedstrijd nog steeds niet wordt opgesteld mag Priske zijn koffers pakken,nl,0,0
Dit hoeft niet,nl,0,0
"Had Hato en Mokio wel wat rust gegunt, maar de baas weet het vast beter dan ik. ❤️",nl,0,0
Ik als Ajacied zeg: we hebben een zaadteam en misschien heeft feyenoord op 9 posities een betere speler. Een trainer is allesbepalend.,nl,0,0
Jaa weten we.,nl,0,0
Totaal geen rendement meer...,nl,0,0
"Prima, zat niet meer in vandaag, had ook kunnen verliezen.",nl,0,0
Met hoofdletters in de agenda!,nl,0,0
Deze fase is zo bekend.. iedere halve kans tegen gaat erin en zelf scoor je niet. Mentaliteit is 10% minder en dan gebeurd je dit.. Zwolle wint vandaag verdiend en zelf moet je asap uit die dip komen!,nl,0,0
"Helaas wederom een ploeg op het veld die eruit ziet om niet 120% een gevecht aan te gaan. Slappe passes, moeilijke oplossingen zoeken. Straalt geen enkele passie uit om een Derby te spelen. Of om te willen vechten voor een bal.",nl,0,0
Van Bergen 300 duels 12 goals 😂😂😂😂😂,nl,0,1
"Namli had je echt niet gemist dit seizoen, die hele rechter flank is sowieso matig, floranus ook",nl,0,0
Farioli is gewoon een wereldvent. Iedereen loopt een stapje harder.,nl,0,0
"Lekker positief man, goeie wedstrijd 👍🏻",nl,0,0
"Dus Luka gaat op het middenveld spelen, priske wil weg dus",nl,0,0
Buy donny van de beek back,nl,0,0
Jou taal echt ongeloofelijk sw niet ouder dan 11,nl,0,0
"Van harte gefeliciteerd met deze overwinning, het is jullie gegund en zo verdiend...",nl,0,0
Die assist😮‍💨😮‍💨,nl,0,0
Gefeliciteerd 💪👍,nl,0,0
Goed begin..,nl,0,0
Idd was duidelijk ingooi voor ajax,nl,0,0
"Rosa assist, echt top voor zn zelfvertrouwen😌",nl,0,0
Heerlijk dit,nl,0,0
"Nee, helaas ietwat bewolkt. Daarom hebben we ons rijmpje wat ingekort. Onderstaand ontbreekt daardoor. 

'Ook de hemel is stralend blauw. Oh Breda, wat hou ik van jou'",nl,0,0
"Mounir Alhamdaoui 2010, zitten paar juweeltjes tussen kijk maar s terug..",nl,0,0
Slechtste team Feyenoord in een lange tijd … trainer past er totaal ook niet bij … Had John op 1 gezet met van Gastel stop eens een keer om buitenlandse trainers te halen die Feyenoord binnen en buiten niet kennen. Hoge piefen doen maar wat!!!!!,nl,0,0
🤣🤣 slechte Google translate vriend 🤣🤣🤣,nl,0,0
Skietteeeee!!! @keizersjoerd kijk nu al uit naar de podcast volgende week 🤣,nl,0,0
Aanpakken die gasten! Voor Zwolsch wit en blauw!,nl,0,0
Poku gewoon niet geschikt. Klaar.,nl,0,0
Wie ben jij en waarom tag j mij in deze post?,nl,0,0
In ieder geval niet verloren,nl,0,0
"Maakt niet uit.
Is volgend seizoen gewoon PSV'er",nl,0,0
"@zijmetdiehonden . Ik zie dat de plannen zijn omgegooid. Dan maar opzoek naar m’n kicksen van 1985, tis naait aans.",nl,0,0
Nein!! We hebben het niet gered,nl,0,0
Ze neuken jouw team kk nerd,nl,1,1
wat een assist 😍,nl,0,0
Als ajax dit seizoen niet zo geholpen zou zijn door knvb stonden jullie gewoon  6de  bessef dat ff 🫢🫢😂😂,nl,1,0
Stelletje kk mongolen. De C in NEC staat zeker voor clowns? Volgend jaar gewoon weer tegen de grotere broer uit 026 in de KKD.,nl,1,1
11 wijven op het veld vanavond. GA VOETBALLEN!,nl,1,0
Een dip? Wedden dat ze dinsdag nergens last van hebben en de sterren van de hemel spelen?,nl,0,0
Post iets over wedstrijd ofzo niet over deze onzin hou dit buiten onze club,nl,1,0
duidelijk erbuiten????,nl,0,0
Top 🥳 alleen schaam ik me diep voor die gasten die Rasmussen uitfluiten.,nl,0,0
"Ueda is zo niet normaal lui, heb je echt niks aan op deze manier",nl,0,1
Goodluck mees 🔥🔥🤍,nl,0,0
Utrecht uit ook hoor. Na dat heerlijke hakballetje van Edvardsen...,nl,0,0
Kijk daar is Robin priske weer met zijn 4-2-3-1 met geluk gewonnen,nl,0,0
"Oef om nu positief te blijven, vind ik lastig",nl,0,0
Nog heel even !!!! Komop !,nl,0,0
Egg is woedend.,nl,0,0
Free game telegram link in bio,nl,0,0
Kom op SPARTA…..laat je zien….💪,nl,0,0
Eindelijk een Var die zijn werk juist uitvoert,nl,0,0
Omdat Hwang geen hele wedstrijd kan waarschijnlijk,nl,0,0
Gefeliciteerd @AFCAjax 🎉🥳1️⃣2️⃣5️⃣  ❌❌❌  🤍♥️🤍,nl,,
Pijnlijk. Hele week cl en Ajax speelt thuis tegen Fortuna,nl,,
Als je dat niet kan zien ben je blind. Wat is dit een afgang zeg,nl,,
"Een wedstrijd of 3 krijgt hij wel, totaal geen intentie om de bal te spelen.",nl,,
Hahaha en over Zerrouki zeggen dat we mensen zijn en allemaal fouten maken,nl,,
Allemaal leuk die prestaties in de youth league. Maar wanneer gaat het grote AZ eens prijzen pakken!? Al 10 punten op Feyenoord en 24 punten achter op Ajax.,nl,,
Stop de tijd!,nl,,
Dat bijna kennen wij,nl,,
Goed uitgespeeld dit.👏👏,nl,,
"""Moet je wel tegen je broer zeggen dat ze even een paar punten laten liggen.""
✅️",nl,,
Je kunt ze beter nu treffen dan in de finale in de Kuip.,nl,,
Kreeg de indruk dat veel PSV’ers dit ook wel hersenscheet vinden. Geen heel sterke actie iig,nl,,
We missen een type a la van Bommel!,nl,,
We genieten de hele week al #FeyAja #AjaPsv,nl,,
"En weer geweldig gedaan Farioli met je kloten wisselbeleid. Als je donderdag pas weer moet spelen dan nu zoveel basisspelers op bank houden ? Zak hooi. Zo meteen dus geen tweede, geen CL en eruit in EL. Let maar op : gaat gebeuren. EIGEN SCHULD DIKKE BULT. DOM DOM DOM DOM 🤮🤮",nl,,
🤣🤣🤣🤣🤣🤣🤣🤣🤣 weten jullie ook weer waar je staat,nl,,
"En dan morgen na de wedstrijd zeggen dat we scorend vermogen missen.
Duh.
Ueda en Carranza zijn niet voor niets 2e en3e keus.",nl,,
Verdedigen is moeilijk,nl,,
"Misschien moet je dan aan de poort maar eens beter gaan controleren...
Hoe krijgen ze, voor de 2e keer in korte tijd alweer dat vuurwerk naar binnen?
Mooie woorden maar nu ook daden daaraan toevoegen!",nl,,
Peter zal de scheids wel met rust laten denk ik 🤪,nl,,
"Heeft iemand een link met de volledige songtekst van 90 minuten lang, of beter gezegd met de bekendste nummers???",nl,,
Zoon heeft 4-2 gezegd. Daar hou ik me aan vast.,nl,,
"Misschien niet 125 jaar oud, maar wel oud 😍 dit wordt hem voor vandaag 🤪",nl,,
"Smart move van Bielica....
#groNAC
#NACpraat",nl,,
Krijg je ervan als Traore zo een voorzet probeert te blocken😅,nl,,
"Is toch al het hele jaar onder Priske? Zit 0,0 bij",nl,,
"Dit is die tovenaar trouwens, Catweezel. ""I can fly"""".",nl,,
"Priske gaat uit dat Admin hok! Heel gauw, godverdomme. Terug naar Denemarken, ouwe gek.",nl,,
Huh en tegen Benfica en Utrecht was het allemaal schitterend en 1 wedstrijd verliezen gelijk dit zeggen. Sta eens een keer achter Priske ipv gelijk dit,nl,,
Stam speelde toch zo goed tegen AZ volgens Lukkien? Toen werd hij ook aan alle kanten voorbij gelopen.,nl,,
Jaa we gaan het zien 😂. Ik hoop op niks,nl,,
@PHoutman heel veel beterschap ❤️‍🩹,nl,,
Zakelijke overwinning #belangrijk,nl,,
Fantastisch gedaan door die keeper 🤣,nl,,
Is er een journalist die na de wedstrijd kan vragen. Zeg Peter. Is het niet eens tijd dat jij naar de leiding toe loopt en eist dat er op z’n minst 2 verdedigers komen die er gelijk staan?,nl,,
laten we deze eerste helft snel vergeten,nl,,
Misschien de Ramadan die mee speelt.,nl,,
Top zeg nu tweede plaats.....goed gedaan mannen gefeliciteerd allemaal.....👊🙏🙏,nl,,
Omdat Dest nog geblesseerd is.,nl,,
Nooit buitenspel,nl,,
In 020 had die geteld helaas,nl,,
Volgend seizoen de wedstrijden weer op de vrijdagavond,nl,,
Valt het op dat ze altijd tegen ons fluiten,nl,,
Wederom niet gelukt,nl,,
Wat is dit voor dubbele wissel? Zijn we klaar vandaag?,nl,,
"Ook geen rood, speelt de bal",nl,,
"Koekkoek, waar zijn die vandaan getoverd? Alleen door de wissels?",nl,,
Heeft in twee jaar revalidatie iig niet stil gezeten 😂,nl,,
Je bio klopt niet meer,nl,,
Ongelofelijk…vandaar dat verschueren niet verkocht wordt…is een middelmatige speler…niet constant….ook weggezakt sinds 1e jaar,nl,,
"Leuk interview, komt er wel!",nl,,
Wacht tot het einde van het seizoen & bestel hem dan met het aantal punten dat we uiteindelijk hebben als je rugnummer 😉,nl,,
Hwang Nieuwkoop Ueda er nu uit!! Carranza Read en Timber erin. En zet Hartman er ook mr in voor Bueno,nl,,
Meteen en contract geven voor 3 jaar geven!!!,nl,,
"Welkom terug Davy, een echte ajacied en een topprof❤️",nl,,
Tom haye VS Calvin Verdonk,nl,,
"Klopt, dus dat kan je al afschrijven",nl,,
Had al een uur gemogen,nl,,
Was de buiten maar goed var staat voor Amsterdamse regels,nl,,
Stelletje overbetaalde broekpoepers,nl,,
Holten op pad.,nl,,
Good luck bro verdonk!,nl,,
die is stijf links zeg...,nl,,
Wat zetten jullie jezelf voor lul zeg 😂😂,nl,,
Wat een geluk pfff,nl,,
Dit is echt niet te filmen,nl,,
ff srs hoe kan je nou dit op elke tweet gaan posten kijk gwn wedstrijd je wint een keer,nl,,
we hebben een 2e Higler. Hoe regel ik dat Ajax niet verliest. Stuur of Higler of van de Graaf,nl,,
En door nu verdomme,nl,,
Valt me op dat we geen antwoord hebben op t spel van 020,nl,,
"Kapot schamen, 0 inzet, 0 mentaliteit, veldbezetting van lik mn vestje. Al helemaal niet te spreken over een bal naar dezelfde kleur spelen. Dat je zo een wedstrijd in kan gaan… als je ok 4 pt kan komen.",nl,,
"Oh, hij doet ook een keer waar hij voor betaald word hoor...🤦‍♂️😂",nl,,
deze bank is zo bizar,nl,,
Priske en te Kloese allebei opkankeren. Alles wat Slot en Arnesen hebben opgebouwd hebben zij afgebroken. Er mag niet mild over deze twee mannen worden geoordeeld. Nooit meer hun gezicht in Rotterdam laten zien,nl,,
Het team spirit is helemaal terug❌❌❌,nl,,
Dat kansen missen kan ze nog wel eens op gaan breken...,nl,,
Schouten heeft t niet meer!,nl,,
"Ik zeg maar even niks ..... 
(de ziekte d'r in 😖)",nl,,
Nacompetitie is toch altijd een feest...,nl,,
"Eid Mubarak, Vrolijk Kerstfeest?,  Chanuka?  Nee Ajax, niet correct.",nl,,
Ook namens de spelers die hun band afdeden?,nl,,
"Spelers terug laten lopen vanuit Zwolle. Willen er niet meer voor werken. Benieuwd hoe men intern dit gaat aanpakken, want er zal flink wat moeten veranderen.",nl,,
Als je niks met voetbal te maken heb comment dan ook niet,nl,,
"Wat een gek, ge-nie-ten.",nl,,
"Klopt, Lulverhaal!",nl,,
Zoo deze was ff nodig😮‍💨😮‍💨,nl,,
"Nog wat hoger verdedigend gaan staan,  met die traagheid achterin",nl,,
Leg maar alvast een goede paraplu voor Bart klaar.,nl,,
Je kan net zo goed stoppen en met jullie staart tussen de benen terug naar Waalwijk lopen!! Er zit niets in dit elftal!! De directie en de technische staf hebben gefaald met het samenstellen van deze eredivisie onwaardige selectie!! Hier moeten consequenties aan verbonden worden!,nl,,
"Tja, gelukkig beter dan verlies",nl,,
Waarom maakt hij in Godsnaam die 2e sliding??,nl,,
